time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_meas1,tau_meas2
1.106702089309692383e+00,-1.874332875013351440e-02,7.669904152862727642e-04,-5.202787742018699646e-02,2.372071444988250732e-01,-7.695604115724563599e-03,-2.158761257305741310e-03
1.110035419464111328e+00,-1.903094910085201263e-02,3.834952076431363821e-04,-5.973257124423980713e-02,3.628906607627868652e-02,-7.202221080660820007e-03,-1.430843723937869072e-03
1.113368749618530273e+00,-1.927063427865505219e-02,7.669904152862727642e-04,-6.958230584859848022e-02,4.787960946559906006e-01,-7.632881402969360352e-03,-2.571573015302419662e-03
1.116702079772949219e+00,-1.941444538533687592e-02,-7.669904152862727642e-04,-5.291125178337097168e-02,-1.995716094970703125e-01,-7.707553915679454803e-03,-2.535298932343721390e-03
1.120035409927368164e+00,-1.922269724309444427e-02,-2.300971187651157379e-03,3.610758855938911438e-02,-5.643868446350097656e-01,-7.704182527959346771e-03,-1.842715195380151272e-03
1.123368740081787109e+00,-1.989381387829780579e-02,-7.669904152862727642e-04,-9.254205971956253052e-02,2.909923791885375977e-01,-7.978972978889942169e-03,-2.403057878836989403e-03
1.126702070236206055e+00,-2.013349905610084534e-02,-1.917476067319512367e-03,-1.111617460846900940e-01,5.741716921329498291e-02,-8.528376929461956024e-03,-1.426623202860355377e-03
1.130035400390625000e+00,-2.018143609166145325e-02,-2.300971187651157379e-03,-6.741782277822494507e-02,-9.198273718357086182e-02,-8.736696094274520874e-03,-1.385238138027489185e-03
1.133368730545043945e+00,-2.042111940681934357e-02,-1.533980830572545528e-03,-6.552489846944808960e-02,1.738743931055068970e-01,-8.181185461580753326e-03,-2.731014974415302277e-03
1.136702060699462891e+00,-2.090048789978027344e-02,-1.533980830572545528e-03,-1.127214431762695312e-01,-4.458218812942504883e-03,-8.778847754001617432e-03,-2.123032230883836746e-03
1.140035390853881836e+00,-2.142779529094696045e-02,-1.150485593825578690e-03,-1.636459529399871826e-01,6.260169297456741333e-02,-8.869092911481857300e-03,-2.066041808575391769e-03
1.143368959426879883e+00,-2.157160453498363495e-02,-3.834952076431363821e-04,-1.825404018163681030e-01,5.750667303800582886e-02,-8.887176401913166046e-03,-2.621107501909136772e-03
1.146702289581298828e+00,-2.219478599727153778e-02,-7.669904152862727642e-04,-1.575831025838851929e-01,2.332294583320617676e-01,-8.292537182569503784e-03,-2.093139104545116425e-03
1.150035619735717773e+00,-2.229065820574760437e-02,-1.150485593825578690e-03,-4.667277634143829346e-02,-2.223981171846389771e-01,-8.544588461518287659e-03,-2.707690931856632233e-03
1.153368949890136719e+00,-2.286590263247489929e-02,-7.669904152862727642e-04,-1.198885813355445862e-01,-1.217080205678939819e-01,-8.963148109614849091e-03,-3.404937218874692917e-03
1.156702280044555664e+00,-2.300971187651157379e-02,-1.533980830572545528e-03,-1.031017452478408813e-01,-3.731999099254608154e-01,-8.540788665413856506e-03,-2.520132344216108322e-03
1.160035610198974609e+00,-2.310558594763278961e-02,-7.669904152862727642e-04,-8.277869969606399536e-02,1.874846220016479492e-01,-8.982666768133640289e-03,-2.830530283972620964e-03
1.163368940353393555e+00,-2.315352298319339752e-02,-1.917476067319512367e-03,-5.329250916838645935e-02,-2.349842339754104614e-01,-8.899115957319736481e-03,-2.917340956628322601e-03
1.166702270507812500e+00,-2.339320816099643707e-02,-1.917476067319512367e-03,-7.161381095647811890e-02,-4.571023955941200256e-02,-9.325743652880191803e-03,-1.804080791771411896e-03
1.170035600662231445e+00,-2.320146001875400543e-02,-1.533980830572545528e-03,1.550044119358062744e-02,3.022262454032897949e-01,-9.339041076600551605e-03,-2.931317547336220741e-03
1.173368930816650391e+00,-2.344114519655704498e-02,-3.451456781476736069e-03,3.441954031586647034e-04,-5.224755406379699707e-01,-9.173442609608173370e-03,-2.586052520200610161e-03
1.176702260971069336e+00,-2.382463961839675903e-02,-1.917476067319512367e-03,-2.511014230549335480e-02,-2.300754189491271973e-02,-1.010795682668685913e-02,-3.235507523640990257e-03
1.180035591125488281e+00,-2.430400811135768890e-02,-3.067961661145091057e-03,-3.060922771692276001e-02,-3.148494958877563477e-01,-9.788264520466327667e-03,-3.102820599451661110e-03
1.183368921279907227e+00,-2.502306178212165833e-02,-2.684466540813446045e-03,-1.287352144718170166e-01,-1.409002691507339478e-01,-9.560806676745414734e-03,-2.031586831435561180e-03
1.186702251434326172e+00,-2.516687288880348206e-02,-1.150485593825578690e-03,-8.660282194614410400e-02,3.373876512050628662e-01,-9.767575189471244812e-03,-3.524688305333256721e-03
1.190035581588745117e+00,-2.569417841732501984e-02,-7.669904152862727642e-04,-1.306880265474319458e-01,4.314312636852264404e-01,-9.359753690659999847e-03,-2.677634824067354202e-03
1.193368911743164062e+00,-2.612561173737049103e-02,-7.669904152862727642e-04,-1.480307728052139282e-01,3.590568006038665771e-01,-9.355157613754272461e-03,-3.416592022404074669e-03
1.196702241897583008e+00,-2.626942098140716553e-02,-1.917476067319512367e-03,-1.055441424250602722e-01,-4.212561249732971191e-01,-9.860838763415813446e-03,-4.198768176138401031e-03
1.200035572052001953e+00,-2.636529505252838135e-02,-1.917476067319512367e-03,-5.324121564626693726e-02,-3.508395850658416748e-01,-9.794308803975582123e-03,-3.517940640449523926e-03
1.203368902206420898e+00,-2.689260058104991913e-02,3.834952076431363821e-04,-1.143649667501449585e-01,9.512696266174316406e-01,-1.020432543009519577e-02,-2.976244082674384117e-03
1.206702232360839844e+00,-2.679672837257385254e-02,-2.300971187651157379e-03,-5.066106840968132019e-02,2.840583920478820801e-01,-1.062286552041769028e-02,-3.504033898934721947e-03
1.210035562515258789e+00,-2.722815982997417450e-02,-1.917476067319512367e-03,-4.680160433053970337e-02,3.386791348457336426e-01,-1.051919348537921906e-02,-3.207481466233730316e-03
1.213368892669677734e+00,-2.741990797221660614e-02,-3.067961661145091057e-03,-4.577198252081871033e-02,-2.193230539560317993e-01,-1.009565684944391251e-02,-5.128254648298025131e-03
1.216702222824096680e+00,-2.775546535849571228e-02,-2.300971187651157379e-03,-7.908598333597183228e-02,3.383644819259643555e-01,-1.065255887806415558e-02,-2.463592216372489929e-03
1.220035552978515625e+00,-2.804308757185935974e-02,-3.067961661145091057e-03,-9.575133770704269409e-02,1.689025759696960449e-01,-9.584813378751277924e-03,-3.798051271587610245e-03
1.223368883132934570e+00,-2.809102460741996765e-02,-3.451456781476736069e-03,-4.304027184844017029e-02,-1.012085820548236370e-03,-1.052690204232931137e-02,-3.328719642013311386e-03
1.226702213287353516e+00,-2.866626717150211334e-02,-3.451456781476736069e-03,-9.251008182764053345e-02,-6.405363819794729352e-05,-1.074777264147996902e-02,-4.347749985754489899e-03
1.230035543441772461e+00,-2.881007827818393707e-02,-3.451456781476736069e-03,-4.732394590973854065e-02,-9.258031845092773438e-02,-1.090028416365385056e-02,-3.006418468430638313e-03
1.233368873596191406e+00,-2.943325787782669067e-02,-1.533980830572545528e-03,-1.205892115831375122e-01,7.763202190399169922e-01,-1.116045471280813217e-02,-3.261833684518933296e-03
1.236702203750610352e+00,-2.962500415742397308e-02,-3.067961661145091057e-03,-7.799407839775085449e-02,4.338681697845458984e-02,-1.094543561339378357e-02,-3.640706418082118034e-03
1.240035533905029297e+00,-3.024818375706672668e-02,-2.300971187651157379e-03,-1.359438151121139526e-01,2.494620233774185181e-01,-1.112998928874731064e-02,-3.871043911203742027e-03
1.243368864059448242e+00,-3.048786893486976624e-02,-2.684466540813446045e-03,-9.970676153898239136e-02,-3.424061834812164307e-02,-1.108958199620246887e-02,-3.882087767124176025e-03
1.246702194213867188e+00,-3.101517446339130402e-02,-1.917476067319512367e-03,-3.885243460536003113e-02,7.993438094854354858e-02,-1.071081403642892838e-02,-4.565539769828319550e-03
1.250035524368286133e+00,-3.139866888523101807e-02,-3.067961661145091057e-03,-7.575024664402008057e-02,-1.031898409128189087e-01,-1.076106727123260498e-02,-4.639124032109975815e-03
1.253368854522705078e+00,-3.197391331195831299e-02,-2.684466540813446045e-03,-1.496617048978805542e-01,2.707376182079315186e-01,-1.159114949405193329e-02,-4.027090966701507568e-03
1.256702184677124023e+00,-3.192597627639770508e-02,-3.067961661145091057e-03,-7.430634647607803345e-02,7.474237680435180664e-02,-1.112005207687616348e-02,-4.500387236475944519e-03
1.260035514831542969e+00,-3.259709104895591736e-02,-4.601942375302314758e-03,-1.773879081010818481e-01,-5.078227519989013672e-01,-1.143418718129396439e-02,-4.092295188456773758e-03
1.263369083404541016e+00,-3.240534663200378418e-02,-3.067961661145091057e-03,-7.195874303579330444e-02,3.690099418163299561e-01,-1.122212968766689301e-02,-4.266679752618074417e-03
1.266702413558959961e+00,-3.283677622675895691e-02,-4.985437728464603424e-03,-1.101608797907829285e-01,-4.012233018875122070e-01,-1.186353154480457306e-02,-4.657327197492122650e-03
1.270035743713378906e+00,-3.307646140456199646e-02,-3.451456781476736069e-03,-9.809526801109313965e-02,4.095968306064605713e-01,-1.112981978803873062e-02,-3.865063190460205078e-03
1.273369073867797852e+00,-3.355583176016807556e-02,-5.752427969127893448e-03,6.273970007896423340e-03,7.812518626451492310e-03,-1.158080995082855225e-02,-3.423773916438221931e-03
1.276702404022216797e+00,-3.331614658236503601e-02,-4.601942375302314758e-03,-1.624280065298080444e-01,2.160088270902633667e-01,-1.213448587805032730e-02,-5.961993709206581116e-03
1.280035972595214844e+00,-3.475425392389297485e-02,-3.834952134639024734e-03,-1.400321573019027710e-01,2.530521452426910400e-01,-1.204857882112264633e-02,-5.791191011667251587e-03
1.283369302749633789e+00,-3.485012799501419067e-02,-3.451456781476736069e-03,-5.712935328483581543e-02,3.602887690067291260e-01,-1.184685993939638138e-02,-3.223309759050607681e-03
1.286702871322631836e+00,-3.485012799501419067e-02,-3.451456781476736069e-03,-1.306847482919692993e-01,1.091559380292892456e-01,-1.247660722583532333e-02,-4.892981145530939102e-03
1.290036201477050781e+00,-3.571299090981483459e-02,-3.834952134639024734e-03,-1.306847482919692993e-01,1.091559380292892456e-01,-1.098623592406511307e-02,-5.298804026097059250e-03
1.293369531631469727e+00,-3.647998347878456116e-02,-4.218447487801313400e-03,-1.907254755496978760e-01,-1.145432293415069580e-01,-1.224608346819877625e-02,-5.422384943813085556e-03
1.296702861785888672e+00,-3.710316121578216553e-02,-4.218447487801313400e-03,-1.311378479003906250e-01,-1.232867091894149780e-01,-1.221761945635080338e-02,-4.901257343590259552e-03
1.300036191940307617e+00,-3.748665750026702881e-02,-4.218447487801313400e-03,-1.320027112960815430e-01,1.478107273578643799e-02,-1.235740166157484055e-02,-5.016443319618701935e-03
1.303369522094726562e+00,-3.791808709502220154e-02,-4.601942375302314758e-03,-1.470252722501754761e-01,-1.191428527235984802e-01,-1.240178197622299194e-02,-4.589209798723459244e-03
1.306702852249145508e+00,-3.815777227282524109e-02,-4.601942375302314758e-03,-1.130703464150428772e-01,5.510852206498384476e-03,-1.197957713156938553e-02,-5.802110768854618073e-03
1.310036182403564453e+00,-3.854126855731010437e-02,-5.368933081626892090e-03,-1.171024516224861145e-01,-2.571777701377868652e-01,-1.289925444871187210e-02,-5.664347205311059952e-03
1.313369512557983398e+00,-3.897270187735557556e-02,-4.601942375302314758e-03,-1.276362538337707520e-01,2.052608728408813477e-01,-1.262643188238143921e-02,-5.936875008046627045e-03
1.316702842712402344e+00,-3.969175368547439575e-02,-4.218447487801313400e-03,-2.086961418390274048e-01,3.618875145912170410e-01,-1.262643188238143921e-02,-5.936875008046627045e-03
1.320036172866821289e+00,-4.002731293439865112e-02,-5.752427969127893448e-03,-1.719842702150344849e-01,-2.351691573858261108e-01,-1.290911994874477386e-02,-5.017053801566362381e-03
1.323369503021240234e+00,-4.026699811220169067e-02,-5.368933081626892090e-03,-1.081480234861373901e-01,2.775940857827663422e-02,-1.265286002308130264e-02,-4.914433695375919342e-03
1.326702833175659180e+00,-4.093811288475990295e-02,-4.218447487801313400e-03,-1.569603234529495239e-01,4.675971269607543945e-01,-1.276751328259706497e-02,-6.253897678107023239e-03
1.330036163330078125e+00,-4.132160916924476624e-02,-5.368933081626892090e-03,-1.394383460283279419e-01,-7.006646133959293365e-03,-1.314882189035415649e-02,-4.757734946906566620e-03
1.333369493484497070e+00,-4.175304248929023743e-02,-5.368933081626892090e-03,-1.347600370645523071e-01,-8.352702856063842773e-02,-1.325513329356908798e-02,-6.691148504614830017e-03
1.336702823638916016e+00,-4.261590540409088135e-02,-4.601942375302314758e-03,-2.189076393842697144e-01,5.233535915613174438e-02,-1.291011460125446320e-02,-6.279357243329286575e-03
1.340036153793334961e+00,-4.290352761745452881e-02,-6.135923322290182114e-03,-8.994382619857788086e-02,-3.672817647457122803e-01,-1.340742968022823334e-02,-5.978599190711975098e-03
1.343369483947753906e+00,-4.314320906996726990e-02,-5.368933081626892090e-03,-5.209736898541450500e-02,5.809026956558227539e-02,-1.324988529086112976e-02,-6.022931076586246490e-03
1.346702814102172852e+00,-4.381432756781578064e-02,-6.135923322290182114e-03,-1.173227503895759583e-01,-1.961402297019958496e-01,-1.273055095225572586e-02,-6.884762551635503769e-03
1.350036144256591797e+00,-4.429369792342185974e-02,-6.902913562953472137e-03,-1.424755603075027466e-01,-4.702048897743225098e-01,-1.350036822259426117e-02,-5.271931178867816925e-03
1.353369474411010742e+00,-4.458131641149520874e-02,-6.519418675452470779e-03,-1.220860034227371216e-01,-1.043755337595939636e-01,-1.357162464410066605e-02,-6.668827962130308151e-03
1.356702804565429688e+00,-4.491687566041946411e-02,-6.519418675452470779e-03,-1.155805215239524841e-01,-9.112401306629180908e-02,-1.296623051166534424e-02,-5.997553467750549316e-03
1.360036134719848633e+00,-4.520449787378311157e-02,-7.669904269278049469e-03,-9.430145472288131714e-02,-5.602968931198120117e-01,-1.345932018011808395e-02,-5.817600060254335403e-03
1.363369464874267578e+00,-4.544418305158615112e-02,-7.286408916115760803e-03,-6.802997738122940063e-02,-3.382317721843719482e-01,-1.349564548581838608e-02,-6.973620504140853882e-03
1.366702795028686523e+00,-4.587561264634132385e-02,-7.286408916115760803e-03,-2.720549702644348145e-02,1.068010926246643066e-01,-1.337932795286178589e-02,-6.748383399099111557e-03
1.370036125183105469e+00,-4.688229039311408997e-02,-7.669904269278049469e-03,-1.363308131694793701e-01,-3.487986028194427490e-01,-1.368144992738962173e-02,-5.079809110611677170e-03
1.373369455337524414e+00,-4.736165702342987061e-02,-7.669904269278049469e-03,-1.565790027379989624e-01,-3.120416998863220215e-01,-1.351936161518096924e-02,-6.648737471550703049e-03
1.376702785491943359e+00,-4.764927923679351807e-02,-7.286408916115760803e-03,-1.308282166719436646e-01,-2.079321146011352539e-01,-1.418900396674871445e-02,-7.347778882831335068e-03
1.380036115646362305e+00,-4.784102737903594971e-02,-7.669904269278049469e-03,-8.681133389472961426e-02,-4.347644150257110596e-01,-1.319906488060951233e-02,-6.302163004875183105e-03
1.383369445800781250e+00,-4.865595325827598572e-02,-7.286408916115760803e-03,-1.927415877580642700e-01,-5.216851085424423218e-02,-1.352122612297534943e-02,-7.269376888871192932e-03
1.386702775955200195e+00,-4.856007918715476990e-02,-7.286408916115760803e-03,-8.039490878582000732e-02,4.142428282648324966e-03,-1.390060875564813614e-02,-6.838909815996885300e-03
1.390036106109619141e+00,-4.923119768500328064e-02,-8.053399622440338135e-03,-1.536668986082077026e-01,-4.776642024517059326e-01,-1.426020544022321701e-02,-6.811970379203557968e-03
1.393369674682617188e+00,-4.908738657832145691e-02,-7.669904269278049469e-03,-1.397807598114013672e-01,1.537058223038911819e-02,-1.469785440713167191e-02,-6.444773636758327484e-03
1.396703004837036133e+00,-4.985437542200088501e-02,-7.286408916115760803e-03,-7.057003676891326904e-02,2.097346633672714233e-01,-1.434842031449079514e-02,-7.255780510604381561e-03
1.400036334991455078e+00,-5.018993467092514038e-02,-7.669904269278049469e-03,-6.357125937938690186e-02,1.909649930894374847e-02,-1.404767017811536789e-02,-6.859503686428070068e-03
1.403369665145874023e+00,-5.066930502653121948e-02,-7.669904269278049469e-03,-1.044163107872009277e-01,2.788685448467731476e-02,-1.463420502841472626e-02,-7.386728189885616302e-03
1.406702995300292969e+00,-5.081311613321304321e-02,-8.053399622440338135e-03,-6.519735604524612427e-02,-1.671311110258102417e-01,-1.418227143585681915e-02,-7.881909608840942383e-03
1.410036325454711914e+00,-5.138835683465003967e-02,-7.669904269278049469e-03,-1.357628852128982544e-01,7.324112951755523682e-02,-1.454903464764356613e-02,-7.134630810469388962e-03
1.413369655609130859e+00,-5.138835683465003967e-02,-8.820389397442340851e-03,-7.479161769151687622e-02,-3.723567426204681396e-01,-1.460709143429994583e-02,-7.089942228049039841e-03
1.416702985763549805e+00,-5.158010497689247131e-02,-7.286408916115760803e-03,-6.203368678689002991e-02,4.973907172679901123e-01,-1.502300519496202469e-02,-7.014287635684013367e-03
1.420036315917968750e+00,-5.196360126137733459e-02,-8.820389397442340851e-03,-9.719229489564895630e-02,-1.162900328636169434e-01,-1.431400887668132782e-02,-7.667214609682559967e-03
1.423369884490966797e+00,-5.234709754586219788e-02,-8.820389397442340851e-03,-1.595756225287914276e-02,5.831512212753295898e-01,-1.472761854529380798e-02,-8.928583003580570221e-03
1.426703214645385742e+00,-5.263471603393554688e-02,-9.203884750604629517e-03,-9.334906935691833496e-02,-1.046658679842948914e-01,-1.469214819371700287e-02,-8.495674468576908112e-03
1.430036544799804688e+00,-5.282646417617797852e-02,-9.970875456929206848e-03,-9.027861058712005615e-02,-3.913787007331848145e-01,-1.454613171517848969e-02,-7.407217286527156830e-03
1.433369874954223633e+00,-5.297027528285980225e-02,-9.587380103766918182e-03,-7.801227271556854248e-02,-4.989822581410408020e-02,-1.503101922571659088e-02,-7.559063378721475601e-03
1.436703443527221680e+00,-5.325789749622344971e-02,-9.970875456929206848e-03,-9.963292628526687622e-02,-1.768894046545028687e-01,-1.490843296051025391e-02,-8.005046285688877106e-03
1.440036773681640625e+00,-5.349758267402648926e-02,-9.970875456929206848e-03,-1.135280504822731018e-01,-1.017636712640523911e-02,-1.539190579205751419e-02,-7.539404090493917465e-03
1.443370103836059570e+00,-5.316202342510223389e-02,-1.035437081009149551e-02,1.987512409687042236e-02,-1.842717081308364868e-01,-1.514088455587625504e-02,-7.960980758070945740e-03
1.446703433990478516e+00,-5.344964563846588135e-02,-1.035437081009149551e-02,3.146785777062177658e-03,-1.729225665330886841e-01,-1.507404819130897522e-02,-8.267909288406372070e-03
1.450036764144897461e+00,-5.421663448214530945e-02,-1.035437081009149551e-02,-1.319490522146224976e-01,-1.527375727891921997e-01,-1.509106997400522232e-02,-7.991813123226165771e-03
1.453370094299316406e+00,-5.426457151770591736e-02,-1.035437081009149551e-02,-9.022597968578338623e-02,-2.451287060976028442e-01,-1.555482856929302216e-02,-8.550359867513179779e-03
1.456703424453735352e+00,-5.426457151770591736e-02,-9.970875456929206848e-03,-8.956237137317657471e-02,3.171074092388153076e-01,-1.576941646635532379e-02,-7.988825440406799316e-03
1.460036754608154297e+00,-5.488775297999382019e-02,-9.587380103766918182e-03,-6.899055838584899902e-02,4.603648930788040161e-02,-1.534600928425788879e-02,-8.388820104300975800e-03
1.463370084762573242e+00,-5.498362705111503601e-02,-1.073786616325378418e-02,-3.803189843893051147e-02,-3.484060168266296387e-01,-1.589643955230712891e-02,-8.752542547881603241e-03
1.466703414916992188e+00,-5.531918257474899292e-02,-1.035437081009149551e-02,-6.758388876914978027e-02,-1.585823893547058105e-01,-1.560363266617059708e-02,-8.639195002615451813e-03
1.470036745071411133e+00,-5.555886775255203247e-02,-1.073786616325378418e-02,-8.267179876565933228e-02,-3.113986551761627197e-01,-1.566585525870323181e-02,-9.000814519822597504e-03
1.473370075225830078e+00,-5.551093071699142456e-02,-1.073786616325378418e-02,-3.254929557442665100e-02,-3.147192299365997314e-01,-1.648225635290145874e-02,-8.183725178241729736e-03
1.476703405380249023e+00,-5.570267885923385620e-02,-9.970875456929206848e-03,-4.302795603871345520e-02,1.802770346403121948e-01,-1.585661061108112335e-02,-9.244536980986595154e-03
1.480036735534667969e+00,-5.565474182367324829e-02,-8.820389397442340851e-03,1.466306741349399090e-03,7.167260646820068359e-01,-1.631772704422473907e-02,-8.781185373663902283e-03
1.483370780944824219e+00,-5.575061589479446411e-02,-1.035437081009149551e-02,-6.931095570325851440e-02,-2.599998190999031067e-02,-1.672247238457202911e-02,-9.599489159882068634e-03
1.486704111099243164e+00,-5.594236403703689575e-02,-1.035437081009149551e-02,2.970929443836212158e-02,2.904352247714996338e-01,-1.610109396278858185e-02,-9.625698439776897430e-03
1.490037441253662109e+00,-5.642173066735267639e-02,-1.112136058509349823e-02,-6.163201481103897095e-02,-8.603532612323760986e-02,-1.681983098387718201e-02,-9.733833372592926025e-03
1.493370771408081055e+00,-5.651760473847389221e-02,-1.188835129141807556e-02,-6.355027854442596436e-02,-2.392179369926452637e-01,-1.651580631732940674e-02,-8.729779161512851715e-03
1.496704101562500000e+00,-5.637379735708236694e-02,-1.188835129141807556e-02,-1.116477884352207184e-02,-2.010953873395919800e-01,-1.659850031137466431e-02,-9.062584489583969116e-03
1.500037431716918945e+00,-5.642173066735267639e-02,-1.265534199774265289e-02,-5.258660297840833664e-03,-3.417319059371948242e-01,-1.672567799687385559e-02,-9.090782143175601959e-03
1.503370761871337891e+00,-5.666141584515571594e-02,-1.227184664458036423e-02,-4.270419105887413025e-02,9.859009087085723877e-02,-1.662882044911384583e-02,-9.339066222310066223e-03
1.506704092025756836e+00,-5.661347880959510803e-02,-1.303883735090494156e-02,-8.122280240058898926e-03,-2.001245766878128052e-01,-1.763969287276268005e-02,-9.263523854315280914e-03
1.510037422180175781e+00,-5.685316398739814758e-02,-1.303883735090494156e-02,-4.099378734827041626e-02,-1.563999801874160767e-01,-1.731121353805065155e-02,-8.964677341282367706e-03
1.513370752334594727e+00,-5.718872323632240295e-02,-1.265534199774265289e-02,-6.460517644882202148e-02,2.326328121125698090e-02,-1.718916743993759155e-02,-9.159604087471961975e-03
1.516704082489013672e+00,-5.738047137856483459e-02,-1.303883735090494156e-02,-5.808728188276290894e-02,-1.365269571542739868e-01,-1.695475541055202484e-02,-9.078652597963809967e-03
1.520037412643432617e+00,-5.733253434300422668e-02,-1.188835129141807556e-02,4.696005024015903473e-03,3.297955393791198730e-01,-1.682174019515514374e-02,-9.210170246660709381e-03
1.523370742797851562e+00,-5.776396393775939941e-02,-1.303883735090494156e-02,-5.141051858663558960e-02,-3.039986789226531982e-01,-1.676916331052780151e-02,-9.923880919814109802e-03
1.526704072952270508e+00,-5.838714540004730225e-02,-1.227184664458036423e-02,-1.489467322826385498e-01,1.030998453497886658e-01,-1.718729920685291290e-02,-9.166537784039974213e-03
1.530037403106689453e+00,-5.809952318668365479e-02,-1.265534199774265289e-02,-2.957060746848583221e-02,-5.315786600112915039e-02,-1.737523637712001801e-02,-1.037497445940971375e-02
1.533370733261108398e+00,-5.819539725780487061e-02,-1.303883735090494156e-02,-6.404851563274860382e-03,-2.036619484424591064e-01,-1.742743887007236481e-02,-9.570731781423091888e-03
1.536704063415527344e+00,-5.857889354228973389e-02,-1.265534199774265289e-02,-5.897697806358337402e-02,8.905368298292160034e-02,-1.786534301936626434e-02,-9.857560507953166962e-03
1.540037393569946289e+00,-5.896238982677459717e-02,-1.342233270406723022e-02,5.647115409374237061e-02,1.179297566413879395e-01,-1.749229244887828827e-02,-9.495568461716175079e-03
1.543370723724365234e+00,-5.838714540004730225e-02,-1.303883735090494156e-02,5.647115409374237061e-02,1.179297566413879395e-01,-1.800967007875442505e-02,-9.980608709156513214e-03
1.546704053878784180e+00,-5.877064168453216553e-02,-1.303883735090494156e-02,2.378626028075814247e-03,6.003258004784584045e-02,-1.800967007875442505e-02,-9.980608709156513214e-03
1.550037384033203125e+00,-5.920207127928733826e-02,-1.342233270406723022e-02,-6.165574118494987488e-02,1.833514869213104248e-01,-1.754274405539035797e-02,-1.029047463089227676e-02
1.553370714187622070e+00,-5.929794535040855408e-02,-1.303883735090494156e-02,-5.600068718194961548e-02,5.822825431823730469e-01,-1.791952550411224365e-02,-1.031384151428937912e-02
1.556704044342041016e+00,-5.905826017260551453e-02,-1.533980853855609894e-02,3.227723389863967896e-02,-2.596651911735534668e-01,-1.803246326744556427e-02,-9.867615997791290283e-03
1.560037374496459961e+00,-5.934588238596916199e-02,-1.495631318539381027e-02,-1.266620028764009476e-02,3.429893404245376587e-02,-1.810201257467269897e-02,-1.082315295934677124e-02
1.563370704650878906e+00,-5.992112681269645691e-02,-1.572330296039581299e-02,-8.519236743450164795e-02,-5.221824049949645996e-01,-1.882109791040420532e-02,-9.448506869375705719e-03
1.566704034805297852e+00,-5.992112681269645691e-02,-1.495631318539381027e-02,-5.858930945396423340e-02,3.988249301910400391e-01,-1.830320619046688080e-02,-9.038019925355911255e-03
1.570037364959716797e+00,-6.025668606162071228e-02,-1.610679924488067627e-02,-8.847093582153320312e-02,-6.326944380998611450e-02,-1.811239123344421387e-02,-1.037301588803529739e-02
1.573370695114135742e+00,-6.078398972749710083e-02,-1.495631318539381027e-02,-1.559026837348937988e-01,4.480044245719909668e-01,-1.815222203731536865e-02,-9.919528849422931671e-03
1.576704025268554688e+00,-6.078398972749710083e-02,-1.572330296039581299e-02,-8.467150479555130005e-02,-2.620569802820682526e-02,-1.872304268181324005e-02,-1.014869846403598785e-02
1.580037355422973633e+00,-6.102367490530014038e-02,-1.495631318539381027e-02,-6.839667260646820068e-02,2.507473528385162354e-01,-1.845575682818889618e-02,-1.048524305224418640e-02
1.583370923995971680e+00,-6.150304526090621948e-02,-1.533980853855609894e-02,-1.062038540840148926e-01,9.815558791160583496e-02,-1.781491376459598541e-02,-1.106446050107479095e-02
1.586704254150390625e+00,-6.169478967785835266e-02,-1.533980853855609894e-02,-8.134296536445617676e-02,1.717692613601684570e-02,-1.859578862786293030e-02,-1.034114696085453033e-02
1.590037584304809570e+00,-6.193447485566139221e-02,-1.533980853855609894e-02,-6.780312210321426392e-02,8.091181516647338867e-02,-1.870748959481716156e-02,-1.123066153377294540e-02
1.593370914459228516e+00,-6.260558962821960449e-02,-1.572330296039581299e-02,-6.129017099738121033e-02,-1.800706535577774048e-01,-1.828484982252120972e-02,-1.107213925570249557e-02
1.596704244613647461e+00,-6.241384521126747131e-02,-1.649029366672039032e-02,-1.078421529382467270e-02,-2.018936872482299805e-01,-1.869795471429824829e-02,-1.047933381050825119e-02
1.600037574768066406e+00,-6.298908591270446777e-02,-1.572330296039581299e-02,-1.028261855244636536e-01,3.341011404991149902e-01,-1.863561011850833893e-02,-1.095111388713121414e-02
1.603370904922485352e+00,-6.327670812606811523e-02,-1.649029366672039032e-02,-1.253930181264877319e-01,1.038530170917510986e-01,-1.826650276780128479e-02,-1.074676308780908585e-02
1.606704473495483398e+00,-6.337258219718933105e-02,-1.687378995120525360e-02,-1.066400334239006042e-01,4.802851378917694092e-02,-1.887659728527069092e-02,-1.051290519535541534e-02
1.610037803649902344e+00,-6.332464516162872314e-02,-1.917476020753383636e-02,-5.210368707776069641e-02,-8.108027577400207520e-01,-1.830314844846725464e-02,-1.120040286332368851e-02
1.613371372222900391e+00,-6.366020441055297852e-02,-1.802427507936954498e-02,-8.540114015340805054e-02,-1.405217200517654419e-01,-1.852683909237384796e-02,-1.138641219586133957e-02
1.616704702377319336e+00,-6.409163773059844971e-02,-1.764077879488468170e-02,-1.438501179218292236e-01,1.621720343828201294e-01,-1.891365833580493927e-02,-1.107464730739593506e-02
1.629700660705566406e+00,-6.538593024015426636e-02,-1.840776950120925903e-02,-8.614421635866165161e-02,-1.011623665690422058e-01,-1.866943389177322388e-02,-1.146688126027584076e-02
1.633033990859985352e+00,-6.572148948907852173e-02,-1.879126578569412231e-02,-8.779615163803100586e-02,-2.709846794605255127e-01,-1.854933239519596100e-02,-1.126202195882797241e-02
